Time (s),Volume (m^3),N2,Ne,X(1),H2(2),CO(3),CO2(4),H2O(5),CH2O(6),HCOOH(7),CH3OH(8),HCOOCH3(9),H*(10),O*(11),OH*(12),H2O*(13),CO*(14),CO2*(15),HCO*(16),HCOO*(17),COOH*(18),HCOOH*(19),CH2O*(20),CH3O*(21),CH3O2*(22),CH3OH*(23),CH4(24),CH3OX(49),C2H3OX(99),SX(112),CH3X(35),SX(107),C2H6X(141),CC(144),SX(123),C2H4O2(73),SX(104),SX(148),C2H5X(150),SX(113),SX(114),SX(156),C2H4X(145),C2H4O(72),CCO(143),SX(136),SX(115)
6.775848795909834e-10,0.002217192533333333,0.2,0.0,0.00541113952929981,0.19992737287493656,0.19916821642616056,0.19999996263380868,0.1998630181604908,1.6756900137878751e-22,3.3188025050344254e-17,4.2323378175635453e-22,4.6945544481944224e-30,0.0001452564087737573,2.5737631356283705e-14,3.2098204910286e-14,0.0001369807474322737,0.0008317824571188841,3.8457447063123296e-08,2.470191278242953e-11,1.2435910681209745e-13,6.38112899330561e-13,6.789085009058716e-22,1.4101894923382213e-17,-3.321589719609185e-20,4.471888048634276e-27,4.241769876027615e-21,4.973535519166186e-22,8.03457870529195e-16,-1.2322824921255709e-19,-1.150628284519646e-22,8.654124334411257e-20,1.0714988574792757e-19,2.421755224070644e-21,1.4214488567033132e-24,-1.1692413265253829e-26,1.2287204462563581e-25,1.3534938145316782e-25,2.4756126572361657e-20,2.2009795398969432e-27,5.495471306719882e-27,1.654820084692616e-25,4.502092006336898e-26,5.158014968848954e-27,2.196060129189162e-24,1.2960076300943667e-28,8.579582932796658e-32,5.108286611651227e-31
6.806582278763581e-10,0.002217192533333333,0.2,0.0,0.005407786740908889,0.19992739017248445,0.19916474336981835,0.19999996266694983,0.1998631038093275,1.6917498583059296e-22,3.3526784482037744e-17,4.1930783589613073e-22,4.624305553175496e-30,0.00014522183216446183,2.5595592287847157e-14,3.235755010280554e-14,0.00013689508923125395,0.0008352555038572091,3.843366811393389e-08,2.494165288737379e-11,1.243293997091141e-13,6.401213370179502e-13,5.309101012058351e-22,1.422517689577695e-17,2.7661483925435523e-20,4.49796593480466e-27,4.3290959308862186e-21,5.116260575998305e-22,8.11798486015975e-16,3.2681564161796775e-19,4.767715941252775e-22,8.85804130365856e-20,-2.6147825016792293e-19,-4.924078209887571e-21,1.30177995330719e-24,3.5513124943039457e-26,1.3433406644048897e-25,1.3783228152111498e-25,-5.003396380687431e-20,-1.9130944128707068e-27,-1.3380796242533128e-26,-4.039346998265765e-25,-9.405519284757945e-26,-1.2584471841909421e-26,-3.9557693331231095e-24,-2.169231071231728e-28,-2.76162216784919e-32,-1.2239320500623721e-30
6.837315761617328e-10,0.002217192533333333,0.2,0.0,0.00540443717144799,0.19992740798469621,0.19916127259664124,0.19999996270010653,0.19986318936462358,1.7079764830403972e-22,3.3867241687278314e-17,4.63545827550768e-22,5.4396539883192934e-30,0.00014518622630395008,2.5457836078190547e-14,3.261763976032605e-14,0.00013680952453221665,0.0008387262673907053,3.840991220265447e-08,2.5182370492630618e-11,1.2429870590365507e-13,6.421286800657305e-13,5.640221850847228e-22,1.4401695258398043e-17,4.331593481995624e-21,4.555552477642851e-27,4.418370860560953e-21,5.262440249740236e-22,8.202243743214702e-16,5.652228048840424e-19,2.283422076073431e-21,9.065891488324598e-20,-2.4710639403996066e-19,-2.759715968986673e-20,2.441099015848473e-25,3.9633031959564904e-26,2.0336393391369257e-25,1.4073732086450322e-25,-2.8011371919939577e-19,-2.3304970222833246e-26,-1.1555483451686773e-26,-3.8537011385255074e-25,-4.576914835304838e-25,-3.702802899081843e-26,-2.2859189221842484e-23,-1.2905167047661123e-27,7.447748280463967e-31,-5.144482156220473e-30
6.864975896185701e-10,0.002217192533333333,0.2,0.0,0.005401425291261327,0.1999274244464509,0.1991581508510501,0.19999996272996118,0.19986326628494056,1.7227264720597946e-22,3.4174852950233756e-17,4.864217719822562e-22,5.8219473708797616e-30,0.00014515331956665027,2.533852216249322e-14,3.2852354750720666e-14,0.0001367325957195051,0.0008418480042687581,3.838855143412811e-08,2.5399849781263953e-11,1.2427036097791426e-13,6.439343549141441e-13,6.091691957450535e-22,1.451165083326123e-17,-1.4584384670202777e-20,4.59055275519786e-27,4.500011753208436e-21,5.397013951883406e-22,8.278824713506342e-16,2.8390381119556635e-19,2.8196157522079193e-21,9.256441837836305e-20,1.1102064049719537e-19,-3.4482387289546506e-20,-1.3314546127402128e-24,-1.523865830152871e-25,3.0372705834472354e-25,1.4370355355563495e-25,-3.4970727130175617e-19,-4.36598535237298e-26,5.381657135635391e-27,1.7247950691468148e-25,-5.0853439074216665e-25,-1.2508845421306089e-26,-2.8581979185326477e-23,-1.626173571591184e-27,2.4733628240267227e-30,-3.963624137958051e-30
6.889870017297237e-10,0.002217192533333333,0.2,0.0,0.005398716797526033,0.1999274396040642,0.1991553428583532,0.19999996275684132,0.19986333544927012,1.7361017546826358e-22,3.445249728166363e-17,4.757760922102959e-22,5.5820462030453354e-30,0.00014512301948748952,2.5228350824162807e-14,3.306411034862449e-14,0.0001366634237170938,0.0008446559890964898,3.836934247100762e-08,2.5596255180686626e-11,1.2424431501150373e-13,6.455587070452757e-13,5.503830415300824e-22,1.461548019296403e-17,1.7053880793979247e-20,4.6185230079825795e-27,4.5743728540028275e-21,5.520615207255027e-22,8.348245224368409e-16,2.7086168665590705e-19,2.1387514904627407e-21,9.430808588877939e-20,2.934501384850071e-20,-2.5973439182283794e-20,-2.656482455259924e-24,-2.7759925772015953e-25,3.873531451474617e-25,1.4588471788182125e-25,-2.6333447849484937e-19,-5.717261741791031e-26,8.292911251648655e-28,4.761430748289685e-26,-3.731875150078722e-25,1.4754975146292517e-26,-2.1499409811594215e-23,-1.242778871686434e-27,2.7326754817534914e-30,-1.094785214516994e-31
6.914764138408772e-10,0.002217192533333333,0.2,0.0,0.00539601037374707,0.19992745507975543,0.19915253635971095,0.19999996278373194,0.19986340455335963,1.7495912348480496e-22,3.4730860826243007e-17,4.659059131291655e-22,5.3059494678164815e-30,0.00014509208330246262,2.5118369974493875e-14,3.327634962815296e-14,0.00013659431192938537,0.0008474624798435992,3.835014831505756e-08,2.5793297727985407e-11,1.2421766627226577e-13,6.471823451690458e-13,5.858352809222456e-22,1.476759072835619e-17,1.1139287155035065e-21,4.667508969402783e-27,4.650004754630464e-21,5.646610743822448e-22,8.418250144830095e-16,3.2793280117003876e-19,1.8933967847725633e-21,9.60788361424824e-20,-6.365410611216444e-20,-2.2783163686174633e-20,-3.88568200540759e-24,-1.8877829813119452e-25,4.64765776324139e-25,1.4777907721947563e-25,-2.309430414352053e-19,-6.696301434077978e-26,-2.5585174534875752e-27,-1.0068846681457465e-25,-3.6904643701893074e-25,5.926190505239517e-27,-1.8836932448175896e-23,-1.1123608060374177e-27,1.677209842292861e-30,7.427508751982986e-31
6.939658259520308e-10,0.002217192533333333,0.2,0.0,0.005393306007814738,0.19992747086788196,0.1991497313539631,0.19999996281063315,0.19986347359754505,1.7632005670599048e-22,3.501026202846264e-17,4.695375616133854e-22,5.3067353339720536e-30,0.00014506052229692364,2.5011259823136087e-14,3.348907117265135e-14,0.0001365252600205068,0.0008502674776703973,3.833096887737494e-08,2.599097601957208e-11,1.2419049517968284e-13,6.488052703349824e-13,6.112768497844386e-22,1.487746238102541e-17,-1.3382450293594172e-20,4.70119633774125e-27,4.72672444582082e-21,5.775039759325825e-22,8.488872050349623e-16,2.5906575566176237e-19,2.0597772464104746e-21,9.78770439331325e-20,2.658393350422202e-20,-2.472261828999586e-20,-5.0309342264643e-24,-9.487475963117163e-26,5.386462373405579e-25,1.500431890687695e-25,-2.5051953546004432e-19,-6.567498185322495e-26,1.3336522915195421e-27,4.112335498398634e-26,-3.852871290152114e-25,-8.413043278995456e-27,-2.044992954490434e-23,-1.2169922646484142e-27,1.4582047120448838e-30,-4.266892013552158e-31
6.964552380631843e-10,0.002217192533333333,0.2,0.0,0.0053906036878139845,0.19992748696289572,0.1991469278399558,0.1999999628375449,0.19986354258216085,1.7769541535156654e-22,3.529115909592691e-17,5.252521735107e-22,6.543814966928334e-30,0.0001450283475665788,2.4904388042906932e-14,3.370227356827073e-14,0.0001364562676559736,0.000853070983730808,3.831180407045518e-08,2.618928864263572e-11,1.2416291669358948e-13,6.504274832486441e-13,4.677065146926067e-22,1.4985709881723173e-17,7.301628574846507e-20,4.7293037145514514e-27,4.804195077394909e-21,5.905941734213602e-22,8.560254956942431e-16,2.341048655268914e-19,2.387962820090069e-21,9.970318789223352e-20,8.75330856943792e-20,-2.773936682427624e-20,-6.535759230657191e-24,2.4389582648094657e-27,6.368573165430534e-25,1.5238838637759186e-25,-2.8107836920299835e-19,-5.359574753791955e-26,1.7242560909766943e-27,1.447263402932831e-25,-5.112182327272252e-25,1.2309072680306956e-26,-2.298297757753097e-23,-1.3640585605056206e-27,2.1683010589393697e-30,-1.8319501225086954e-30
6.989446501743378e-10,0.002217192533333333,0.2,0.0,0.005387903402021113,0.19992750335934234,0.19914412581654134,0.1999999628644674,0.1998636115075401,1.790761112169635e-22,3.557285079781058e-17,6.054927567017873e-22,8.1996398433718e-30,0.0001449955700205422,2.479870712821705e-14,3.3915955405892007e-14,0.00013638733450282496,0.0008558729991724824,3.829265380855307e-08,2.6388234724663386e-11,1.2413468516937026e-13,6.520489851818827e-13,5.305583216194753e-22,1.510245403723913e-17,6.246083846764689e-20,4.765595401113647e-27,4.883218112857018e-21,6.03935738502443e-22,8.631857108697437e-16,1.7514172147612778e-19,1.9195419663957785e-21,1.0155791689526891e-19,7.779866356579792e-20,-2.1206895568525163e-20,-7.743877588904364e-24,-1.3847135735537377e-25,7.180789723109089e-25,1.5493321396678522e-25,-2.1479143935832811e-19,-4.4238436744263094e-26,4.335477848638032e-27,1.1914900078816247e-25,-2.9864948700752837e-25,3.799095012601225e-26,-1.7592767451337246e-23,-1.0638884611523822e-27,2.1729793950605483e-30,-1.259921358528654e-31
7.014340622854914e-10,0.002217192533333333,0.2,0.0,0.005385205138900512,0.1999275200518589,0.19914132528257836,0.19999996289140068,0.19986368037401403,1.8047525370994099e-22,3.585445770947952e-17,5.784144234309461e-22,7.238808489775553e-30,0.0001449622003843557,2.4690348353605024e-14,3.4130115279546096e-14,0.00013631846022974168,0.000858673525136865,3.8273518007142434e-08,2.658781311230571e-11,1.2410570962600462e-13,6.536697774277132e-13,8.578846433322229e-22,1.531848430095553e-17,-1.6168905183711132e-19,4.844698775130021e-27,4.963972200183497e-21,6.175327345256881e-22,8.704457671220947e-16,3.111071796083933e-19,1.903880299322297e-21,1.0344121089638307e-19,-6.19457994746132e-20,-2.1056538887791734e-20,-9.189457759857177e-24,-9.110516847164675e-26,8.167683006324027e-25,1.5690233877402327e-25,-2.1323935745313283e-19,-1.377151325222366e-26,1.6371658618236444e-27,-1.1261372817685254e-25,-4.181323000776545e-25,8.522029412926842e-27,-1.747322906379089e-23,-1.0610177977778636e-27,1.3073797553946784e-30,2.1296122042562597e-32
7.039234743966449e-10,0.002217192533333333,0.2,0.0,0.005382508887101309,0.19992753703517271,0.19913852623693143,0.19999996291834465,0.1998637491819123,1.8189217176997564e-22,3.613715412110346e-17,4.622963231660904e-22,4.7860361905424636e-30,0.00014492824920314028,2.4585499071706442e-14,3.434475178263218e-14,0.0001362496445071657,0.0008614725627593357,3.82543965822737e-08,2.6788021767818636e-11,1.2407670272100073e-13,6.552898596008102e-13,6.110877413953649e-22,1.5328323190197558e-17,-1.5591186830621344e-20,4.8374276721141005e-27,5.044309585744118e-21,6.313892809932924e-22,8.778015361880939e-16,4.0373461090449147e-19,2.767929742715552e-21,1.0535322992874364e-19,-3.573547791592513e-20,-3.229393314160495e-20,-1.1280645748211435e-23,5.391238325058933e-26,9.565260992452536e-25,1.5915715751808948e-25,-3.2706571975112844e-19,2.0092431726031614e-26,-2.242242922535308e-27,-5.377471337735237e-26,-6.272824511448469e-25,-2.5202432811106743e-26,-2.6775716909552605e-23,-1.5872131116206855e-27,1.5400089271416387e-30,-2.3701614148466902e-30
7.061639452966831e-10,0.002217192533333333,0.2,0.0,0.005380083970926782,0.19992755256450073,0.19913600836742598,0.19999996294260364,0.19986381105920942,1.8316916683713308e-22,3.639268805345536e-17,4.362644628408734e-22,4.3116157141902026e-30,0.00014489720449149845,2.4493524206401e-14,3.4538330996376946e-14,0.00013618776014665543,0.0008639904250207979,3.8237199524552947e-08,2.696874755394509e-11,1.2405013927427355e-13,6.56747327445692e-13,5.01613884149571e-22,1.546383091220294e-17,1.1209927456758708e-19,4.878270600322981e-27,5.117988141462922e-21,6.440855985682844e-22,8.844235312919198e-16,3.934090301671728e-19,3.086135829627576e-21,1.070993095100376e-19,2.3753029707749023e-20,-3.6835890075484326e-20,-1.3030371572555917e-23,-9.31207224998603e-26,1.0710762156738324e-24,1.618004294941182e-25,-3.730254680889479e-19,1.6174337101483673e-26,1.2463606750703637e-28,4.083736052385999e-26,-5.270315600338789e-25,-1.002308687032064e-26,-3.054145691242341e-23,-1.8047319272613778e-27,2.8118288154682864e-30,-2.4787931776198143e-30
7.084044161967213e-10,0.002217192533333333,0.2,0.0,0.00537766066685487,0.19992756832145617,0.19913349170172243,0.19999996296687136,0.19986387288956325,1.8444333963909773e-22,3.664707445686006e-17,2.618766440300382e-22,-4.062696504098785e-31,0.0001448657045651197,2.4401101153448327e-14,3.473229413063255e-14,0.00013612592270907304,0.0008665070834594355,3.822001398787415e-08,2.7149983446995622e-11,1.2402232459750503e-13,6.582042229114355e-13,1.2825893152805014e-21,1.5748443148911332e-17,-4.5207073911762945e-19,4.981050046744296e-27,5.195171851421967e-21,6.569986745434604e-22,8.91019988163939e-16,3.223134040071105e-19,2.8066059703673296e-21,1.0886970368270866e-19,4.935517148341203e-20,-3.3673522789976476e-20,-1.5024337661209654e-23,-1.821671200965326e-25,1.1989649526215908e-24,1.641803112680313e-25,-3.4076893107872717e-19,1.414850923213762e-26,1.358133429454634e-26,3.649143537900946e-26,-5.1353117004134375e-25,2.7103351257265496e-26,-2.7937531701116356e-23,-1.6598292928456232e-27,2.9840701738394226e-30,-9.907721533260343e-31
7.106448870967594e-10,0.002217192533333333,0.2,0.0,0.005375238966982367,0.19992758430237706,0.19913097623900544,0.19999996299114803,0.19986393467321,1.8573155237392143e-22,3.6903216423426866e-17,-3.000560677225232e-23,-7.3115916012946e-30,0.00014483375674802896,2.430741293633196e-14,3.492664016320674e-14,0.0001360641319582397,0.0008690225388906813,3.8202839912794216e-08,2.7331727079534947e-11,1.2399474523938605e-13,6.596605448083219e-13,1.1302315499535942e-21,1.5747121486290977e-17,-5.847573794120944e-19,4.9670120664520974e-27,5.271314654521746e-21,6.7013175438773585e-22,8.976920302355081e-16,2.920735608786487e-19,2.133609462256674e-21,1.1066486887377795e-19,-1.3636364510610074e-20,-2.6614733586455486e-20,-1.5999324865320607e-23,-3.7152882817233596e-25,1.258624969828841e-24,1.6622523204525666e-25,-2.6909013278989723e-19,-3.1892768751091605e-26,4.275306291096377e-27,-4.0555105064379167e-26,-3.3924700086090015e-25,1.8535643149423673e-26,-2.2094396675627294e-23,-1.3583419077670339e-27,1.9386615658015257e-30,1.2290659481233176e-30
7.128853579967976e-10,0.002217192533333333,0.2,0.0,0.00537281886351939,0.19992760050365696,0.19912846197846334,0.19999996301543355,0.19986399641038444,1.870180565659756e-22,3.716427882663209e-17,7.401317944012001e-23,-2.765455645434506e-30,0.0001448013682532407,2.4214841826271496e-14,3.512136807089409e-14,0.00013600238765937498,0.0008715367921262025,3.818567724065097e-08,2.751397530607183e-11,1.2396901090509095e-13,6.611162910863295e-13,-8.823916098712959e-22,1.5321994189406907e-17,1.0677311960554779e-18,4.8092726835962964e-27,5.341799105179463e-21,6.834879108328981e-22,9.043457300553474e-16,2.2783407256796103e-19,1.7305891475302686e-21,1.1248442808907243e-19,2.5475499080401866e-21,-2.136168600942035e-20,-1.7354846161765393e-23,-1.6864963203995397e-25,1.3461798567444241e-24,1.6789435827437636e-25,-2.158782803670031e-19,-6.4596573427257026e-27,-2.6019149814381594e-26,9.84585282104036e-26,-3.77383775674362e-25,-1.2089557914571826e-26,-1.7772325050458114e-23,-1.1133639239351696e-27,1.520497094386656e-30,1.594739642050892e-30
7.151258288968358e-10,0.002217192533333333,0.2,0.0,0.005370400348788173,0.19992761692174427,0.19912594891928817,0.19999996303972803,0.19986405810131994,1.8834560459992781e-22,3.7423894856935534e-17,7.373364459872845e-22,1.2496379148821017e-29,0.00014476854618395275,2.4123302320013844e-14,3.531647685425363e-14,0.00013594068957915282,0.0008740498439739647,3.816852591957443e-08,2.769673054814049e-11,1.2394067350684692e-13,6.625714669639993e-13,1.6758025836861275e-22,1.6043854403078518e-17,1.117762022096304e-18,5.091670394649427e-27,5.420074564228341e-21,6.970705466685915e-22,9.112358150692475e-16,3.341475578749739e-19,2.093103169264619e-21,1.1432887096034444e-19,-2.5929259038178113e-20,-2.5354543584177515e-20,-1.7577817362953477e-23,-2.6047678513597083e-25,1.3543940654193064e-24,1.7026451954945653e-25,-2.5651353086303944e-19,-9.922728689123963e-26,-1.6977209005783243e-27,-3.371518350684646e-26,-3.155618961552401e-25,-1.8397868732139345e-26,-2.105553780873398e-23,-1.3527859470001363e-27,2.223013380690166e-30,4.9047191505073e-31
7.173662997968739e-10,0.002217192533333333,0.2,0.0,0.005367983415221949,0.19992763355314133,0.1991234370606757,0.19999996306403156,0.19986411974624835,1.8964922297003535e-22,3.7673925946252195e-17,1.259393746007069e-22,-7.498495871125418e-30,0.00014473529753449168,2.403354129759654e-14,3.5511965521538245e-14,0.00013587903748573792,0.0008765616952382655,3.815138589700736e-08,2.7879998739688172e-11,1.239065984147276e-13,6.640260773572049e-13,4.504801681084345e-21,1.7260606989413712e-17,-3.14394636367838e-18,5.446602192966005e-27,5.515255453263264e-21,7.108826256848078e-22,9.179713377550501e-16,1.8027162455355605e-19,1.5929682118550962e-21,1.1619886461411196e-19,4.005473354751082e-20,-2.141230481026912e-20,-1.9185974396564605e-23,3.171333820126009e-26,1.4602458552527548e-24,1.725584133941504e-25,-2.1599619504814501e-19,-9.467447793418535e-27,6.797613312684462e-26,-1.8009815237886823e-25,-3.7503400297544404e-25,1.453930118957055e-26,-1.7800651144460656e-23,-1.1206768510609502e-27,2.212018243803538e-30,2.765009084731464e-32
7.193827236069083e-10,0.002217192533333333,0.2,0.0,0.005365809520740867,0.19992764870093066,0.1991211774137437,0.19999996308591242,0.19986417518753824,1.9075346333845467e-22,3.7904726382115537e-17,-1.5431085352211758e-21,-4.247476180971152e-29,0.00014470501472003903,2.39520934570784e-14,3.568822924331606e-14,0.00013582358973001428,0.0008788213355391541,3.8135969478168527e-08,2.804536606707842e-11,1.2388464544011591e-13,6.653347292847394e-13,7.640457489523435e-22,1.4638524273734613e-17,-1.7154116802298805e-19,4.612769311069901e-27,5.573020282177217e-21,7.235124165930683e-22,9.23614382813325e-16,-9.65294548687429e-21,4.2333118671209967e-22,1.1790356543412664e-19,2.937079694051169e-20,-1.0258188913246293e-20,-2.1632942908215378e-23,3.697139594485584e-25,1.6222360407138632e-24,1.7405514164909042e-25,-1.0225126496962436e-19,2.2069207075140286e-25,1.2452306385950703e-27,4.620702850860431e-26,-2.670478189393463e-25,2.622508021459644e-26,-8.622751234431035e-24,-4.788007947964807e-28,9.445083644984898e-31,5.044747281702106e-31
7.19745539741514e-10,0.002217192533333333,0.2,0.0,0.005365418505728367,0.1999276514443334,0.19912077093746744,0.19999996308985027,0.1998641851591938,1.9095273699494044e-22,3.7947027714788217e-17,-1.5990262623895833e-21,-4.33330881400403e-29,0.0001446995302147878,2.3937201568929958e-14,3.571997698013891e-14,0.0001358136169093023,0.0008792278106204917,3.813319655814817e-08,2.807516192006373e-11,1.2388013742268308e-13,6.655701458231482e-13,4.96594651163795e-22,1.54517795049206e-17,1.705599592239973e-19,4.868572004737203e-27,5.5844884808558146e-21,7.258051460381869e-22,9.246331651877878e-16,9.34061240271971e-21,3.552551366629129e-22,1.1821236098106963e-19,2.2883551412485314e-21,-9.6949610327144e-21,-2.1789969458088425e-23,3.0368379786273605e-25,1.6305672429655493e-24,1.7446631412489235e-25,-9.654185660484323e-20,2.321070171440252e-25,9.698172751111268e-29,3.639294888053956e-27,-1.894198989454823e-25,2.016782135887827e-26,-8.161032888128505e-24,-4.456045622399269e-28,7.446760122114357e-31,5.010911954066933e-31
7.204711720107255e-10,0.002217192533333333,0.2,0.0,0.005364636598862984,0.19992765694735137,0.19911995807923166,0.19999996309772664,0.19986420509892372,1.9137490958375167e-22,3.803161695064849e-17,-1.5230745597162948e-21,-4.1782421327542683e-29,0.00014468852878247665,2.3907885741532357e-14,3.578350217277655e-14,0.0001357936748475178,0.000880040666464798,3.812765159807017e-08,2.8134795214727382e-11,1.2387056392842922e-13,6.660409365006868e-13,6.35445279736829e-22,1.6789845765957393e-17,1.830664501480536e-20,5.289909977695227e-27,5.611024341564314e-21,7.304092390396728e-22,9.268108381790254e-16,3.0840888644753734e-20,3.4174434855261893e-22,1.1883190270892701e-19,-1.3530494155631167e-20,-9.894046785385484e-21,-2.1891171799207162e-23,1.3517701306360246e-25,1.6317690285728131e-24,1.753455775248901e-25,-9.859526354657503e-20,2.258118189817801e-25,-5.735718445772178e-28,-2.130761236070615e-26,-1.1323912655283251e-25,8.300075636903558e-27,-8.326804547444095e-24,-4.542851755553124e-28,5.03442148233572e-31,3.915869669635414e-31
7.211968042799369e-10,0.002217192533333333,0.2,0.0,0.005363854856004664,0.1999276624718911,0.19911914534672906,0.1999999631056039,0.19986422503388504,1.9181946987954925e-22,3.81163702298511e-17,-1.4472190786358485e-21,-4.0114932078069126e-29,0.00014467748431083044,2.3879033482469285e-14,3.584706695806372e-14,0.0001357737375521451,0.0008808533965737703,3.8122107808922897e-08,2.8194484217136693e-11,1.2386106578876003e-13,6.665116679521347e-13,6.603067548867467e-22,1.6429392154652406e-17,-3.531411450376419e-20,5.176074737904995e-27,5.6372617094119604e-21,7.35038243021821e-22,9.29120673600084e-16,2.4932327017537217e-20,3.6527131294210954e-22,1.1945416105471624e-19,2.7351848683214094e-21,-1.0495014654931838e-20,-2.1940408060219766e-23,2.58841669063102e-26,1.6290459399662547e-24,1.7612804928976313e-25,-1.0470246133356253e-19,2.050019863271641e-25,1.1227396280855892e-28,4.321844699137176e-27,-1.4407095110615054e-25,2.8782347137087273e-27,-8.821200944857586e-24,-4.871210198170081e-28,4.33602778750091e-31,2.699595282442428e-31
7.219224365491483e-10,0.002217192533333333,0.2,0.0,0.005363073276907332,0.1999276680178392,0.1991183327399326,0.19999996311348212,0.19986424496408559,1.9226052983734454e-22,3.8200898259075596e-17,-1.4557704367101849e-21,-4.024737661197082e-29,0.00014466639702658644,2.385011731045166e-14,3.591067130215189e-14,0.00013575380501547126,0.0008816660009743666,3.811656518898841e-08,2.8254225995982558e-11,1.2385155005634828e-13,6.669823384724983e-13,6.239605775472626e-22,1.596983624909045e-17,2.5089600443326846e-20,5.030966933901521e-27,5.663118763938564e-21,7.396922565013307e-22,9.314086054817977e-16,2.2295507639194805e-20,3.4244039775430613e-22,1.2007917472853301e-19,5.507749379967123e-21,-1.0531815584897233e-20,-2.2080145008304815e-23,-8.949454443138004e-28,1.632558754313233e-24,1.7684018502034974e-25,-1.0506329392205207e-19,1.899494145708918e-25,2.3715272947536635e-28,8.655056800693888e-27,-1.7462997826662391e-25,2.9315804601250715e-27,-8.851128188032691e-24,-4.9015375608411555e-28,4.1061508268006485e-31,2.254987629244608e-31
7.226480688183597e-10,0.002217192533333333,0.2,0.0,0.005362291861326145,0.19992767358508284,0.19911752025881543,0.19999996312136134,0.19986426488953302,1.926915829193636e-22,3.8285326554812334e-17,-1.48895200815761e-21,-4.1080701184874173e-29,0.00014465526715546595,2.382109406610195e-14,3.5974315171502056e-14,0.00013573387722980165,0.0008824784796934979,3.8111023736527607e-08,2.8314019229294424e-11,1.2384196934544744e-13,6.674529492172154e-13,6.453136037390866e-22,1.6302855796500054e-17,-2.583112395812574e-21,5.134947735491697e-27,5.689460169188545e-21,7.443714011502607e-22,9.336359555375082e-16,2.6118078523998226e-20,2.94721604411169e-22,1.2070691865696477e-19,-3.317913884164142e-21,-1.0243746677995096e-20,-2.2268606356344342e-23,-4.965634992172306e-27,1.63927626230328e-24,1.7757662089720842e-25,-1.021261091799211e-19,1.8140798773293983e-25,-1.4144551376506848e-28,-5.220940454847215e-27,-1.5592257905416715e-25,3.0768862066122347e-27,-8.614359531101788e-24,-4.753564386953271e-28,3.5865696449453057e-31,2.179479182575693e-31
7.233737010875712e-10,0.002217192533333333,0.2,0.0,0.005361510609017311,0.19992767917350973,0.1991167079033507,0.19999996312924148,0.19986428481023502,1.931248665750007e-22,3.836992734613541e-17,-1.5088904868696507e-21,-4.157779632496202e-29,0.00014464409492204614,2.379221019798768e-14,3.603799853134921e-14,0.00013571395418745974,0.0008832908327580505,3.810548344971528e-08,2.8373865210561054e-11,1.2383236788816602e-13,6.679235003560551e-13,6.46192238480241e-22,1.657650681376317e-17,-4.531297190246407e-21,5.2212471037545624e-27,5.715825027753776e-21,7.490757999658363e-22,9.358756549724326e-16,2.353087309885948e-20,2.583714442658203e-22,1.213373880637886e-19,-3.825273793025406e-21,-1.0061458528818231e-20,-2.244173920896185e-23,-1.8416610420569292e-26,1.644654368054577e-24,1.7833637830455695e-25,-1.0026384168355428e-19,1.728529207401854e-25,-1.622517997713452e-28,-6.0220584363505995e-27,-1.3767059342603487e-25,1.921835460929617e-27,-8.464710116435592e-24,-4.660231686903331e-28,2.983208717448864e-31,1.9639390957192523e-31
7.240993333567826e-10,0.002217192533333333,0.2,0.0,0.005360729519738169,0.19992768478300815,0.19911589567351157,0.19999996313712262,0.1998643047261992,1.9356466323492052e-22,3.845469096220392e-17,-1.5067933908513067e-21,-4.1565373657676665e-29,0.00014463288054976535,2.3763453768382184e-14,3.610172134772231e-14,0.0001356940358807872,0.0008841030601948742,3.809994432679671e-08,2.8433764423734914e-11,1.2382272188873966e-13,6.683939914940912e-13,6.562575647287088e-22,1.654694968927596e-17,-1.621576875015018e-20,5.2116030726967614e-27,5.742359195321742e-21,7.53805570192e-22,9.381533074488298e-16,2.014975197342564e-20,2.408696356557971e-22,1.2197059769669505e-19,-3.7929692720612e-22,-1.006337174256217e-20,-2.2583401170121523e-23,-3.814328239176519e-26,1.647587240133653e-24,1.7909873870970912e-25,-1.002754327947147e-19,1.6104666463383315e-25,-1.9567111283650892e-29,-5.837503718514858e-28,-1.4157806108651255e-25,6.936964042271185e-28,-8.466358355147979e-24,-4.670425836626362e-28,2.6134500541524967e-31,1.612278709997915e-31
7.24824965625994e-10,0.002217192533333333,0.2,0.0,0.0053599485932472315,0.19992769041346695,0.1991150835692711,0.19999996314500468,0.19986432463743323,1.9400669810786594e-22,3.853957885582141e-17,-1.5010500584265442e-21,-4.141950225990581e-29,0.00014462162426095488,2.373473802488763e-14,3.616548358642771e-14,0.00013567412230214412,0.0008849151620307724,3.809440636597407e-08,2.8493716382616725e-11,1.238130560057542e-13,6.688644226555607e-13,6.404932801968506e-22,1.6424100456030575e-17,7.104119148055271e-21,5.172732007935666e-27,5.768877018383756e-21,7.585608256851768e-22,9.40443390284463e-16,1.9684092841968453e-20,2.309127550602927e-22,1.226065706552275e-19,1.0286879381672145e-21,-1.0118116832832388e-20,-2.2714005650595407e-23,-5.179544618938369e-26,1.6495670267325747e-24,1.7985255480410598e-25,-1.0082582133247547e-19,1.4764952042676284e-25,4.611504522558414e-29,1.608823513837844e-27,-1.5070917969392236e-25,2.2791363175607975e-28,-8.511416781896672e-24,-4.714303733481069e-28,2.4639621548266876e-31,1.2995897575437174e-31
