Time (s),Volume (m^3),N2,Ne,X(1),H2(2),CO(3),CO2(4),H2O(5),CH2O(6),HCOOH(7),CH3OH(8),HCOOCH3(9),H*(10),O*(11),OH*(12),H2O*(13),CO*(14),CO2*(15),HCO*(16),HCOO*(17),COOH*(18),HCOOH*(19),CH2O*(20),CH3O*(21),CH3O2*(22),CH3OH*(23),CH4(24),CH3OX(49),C2H3OX(99),SX(112),CH3X(35),SX(107),C2H6X(141),CC(144),SX(123),C2H4O2(73),SX(104),SX(148),C2H5X(150),SX(113),SX(114),SX(156),C2H4X(145)
1.8781826055018522e-05,0.0006651577600000001,0.2,0.0,0.001635051054558237,0.20534943810190429,0.19252899674366034,0.20670038103342264,0.1937823269324133,9.870496087152758e-09,1.7189526196937104e-07,5.630216478062252e-07,6.047191017083622e-13,3.391144242367218e-05,3.0563373982018705e-12,2.8567834090462257e-11,2.4976391885174176e-05,0.0002616077446955043,1.0593559086922092e-07,1.829141523336037e-07,4.5244081987655144e-13,1.7033665686629993e-11,3.1751860239992378e-15,2.935070257720621e-09,1.7121653858010445e-14,1.896934010466121e-17,2.8834040090725783e-10,0.0001258824037773326,2.528480878478187e-09,1.1297699556097496e-09,1.8738001857308957e-10,1.6428638461659543e-08,7.498096208121128e-12,1.7002482386507349e-06,0.00018933088482976721,1.7737379315496416e-13,5.659481379575048e-09,3.00160322327663e-14,1.5436371286892756e-12,7.320569801163829e-14,2.708399092788576e-19,1.0070284115489455e-17,2.3901715838770286e-15,6.247405654182214e-17
1.8906163000744055e-05,0.0006651577600000001,0.2,0.0,0.001635096745570771,0.205383849402334,0.1924825447894322,0.20674355149062526,0.1937424966233762,9.868708226974504e-09,1.727100946971981e-07,5.629329953692095e-07,6.086721293145833e-13,3.3915220895377405e-05,3.0571123543776816e-12,2.855951348490114e-11,2.4971956645375196e-05,0.0002615519440098402,1.0595887573153879e-07,1.8288071838848228e-07,4.5257900617243456e-13,1.702906952943786e-11,3.189584170525362e-15,2.934621017966701e-09,1.7121596092005826e-14,1.8960955537429073e-17,2.883028693140839e-10,0.00012671456366606675,2.5283290092378594e-09,1.132984518138154e-09,1.8787502354824324e-10,1.6431828172739802e-08,7.517065760485087e-12,1.7110185565004836e-06,0.0001905723068689294,1.7770516676225388e-13,5.6739032942703795e-09,3.003102392277081e-14,1.547682730997497e-12,7.364617650136434e-14,2.7145039013544073e-19,1.0084625764826908e-17,2.396288497501232e-15,6.261704615384694e-17
1.9030499946469588e-05,0.0006651577600000001,0.2,0.0,0.0016351424220064242,0.2054182462670284,0.19243610871740227,0.20678670646415806,0.19370268138922456,9.866920958138396e-09,1.7352150378762707e-07,5.628443398916823e-07,6.126244514007481e-13,3.391899779875431e-05,3.0578873331812574e-12,2.8551196346632284e-11,2.496752283909113e-05,0.0002614961590466094,1.0598215340268185e-07,1.8284729349100118e-07,4.5271715950290476e-13,1.7024474666007153e-11,3.2039229806656085e-15,2.9341718984996116e-09,1.7121537487002543e-14,1.895257661034361e-17,2.882653312498854e-10,0.00012754668323398895,2.528177063817525e-09,1.1361961117377198e-09,1.88369363080245e-10,1.643501587929684e-08,7.536019273781242e-12,1.7217878673704436e-06,0.00019181354468716095,1.7803632962422419e-13,5.688304831455328e-09,3.004601334685893e-14,1.5517257837604613e-12,7.40865076785703e-14,2.720599408033742e-19,1.0098956649306524e-17,2.402400693708797e-15,6.275983135435844e-17
1.915483689219512e-05,0.0006651577600000001,0.2,0.0,0.001635188083866376,0.20545262869951608,0.19238968852432728,0.2068298459573226,0.19366288122657224,9.865134280658442e-09,1.7432950308739124e-07,5.627556814157068e-07,6.165760679694605e-13,3.392277313427912e-05,3.0586623346484798e-12,2.8542882674997696e-11,2.496309046617889e-05,0.00026144038980457516,1.060054238838687e-07,1.8281387764149658e-07,4.528552798599504e-13,1.7019881098509956e-11,3.218202691892659e-15,2.9337228993604307e-09,1.7121478044218566e-14,1.8944203319363193e-17,2.8822778673659053e-10,0.00012837876238058348,2.5280250423894905e-09,1.1394047399283031e-09,1.888630381394697e-10,1.6438201582072577e-08,7.554956767134842e-12,1.732556170976598e-06,0.00019305459829957198,1.783672819504244e-13,5.7026860218640345e-09,3.006100050479318e-14,1.5557662891963346e-12,7.452669157676311e-14,2.726685628451669e-19,1.0113276779569143e-17,2.4085081768951205e-15,6.290241247838046e-17
1.9279173837920654e-05,0.0006651577600000001,0.2,0.0,0.0016352337311507578,0.2054869967033317,0.19234328420695568,0.20687296997342725,0.19362309613202675,9.86334819454681e-09,1.751341063857861e-07,5.626670199832076e-07,6.205269790236391e-13,3.392654690243462e-05,3.059437358812011e-12,2.853457246983868e-11,2.495865952653292e-05,0.00026138463628350687,1.0602868717580054e-07,1.8278047084199706e-07,4.5299336723908847e-13,1.7015288829276682e-11,3.2324235405369862e-15,2.9332740205999535e-09,1.7121417764215604e-14,1.893583566086508e-17,2.8819023579884696e-10,0.0001292108010054645,2.5278729450851505e-09,1.1426104068736535e-09,1.8935604979931648e-10,1.6441385281430953e-08,7.57387826252931e-12,1.7433234670346176e-06,0.00019429546772133934,1.7869802396039402e-13,5.717046896150044e-09,3.007598539553023e-14,1.5598042503134644e-12,7.496672822724007e-14,2.7327625793611896e-19,1.0127586169240555e-17,2.4146109526538632e-15,6.304478987797436e-17
1.9403510783646188e-05,0.0006651577600000001,0.2,0.0,0.0016352793638602916,0.20552135028201593,0.19229689576202966,0.20691607851578703,0.19358332610218892,9.86156269981452e-09,1.7593532741491635e-07,5.625783556360623e-07,6.244771845665178e-13,3.3930319103669157e-05,3.0602124056834365e-12,2.8526265730145192e-11,2.4954230020031212e-05,0.00026132889848263683,1.0605194327930156e-07,1.8274707309280267e-07,4.531314216310711e-13,1.7010697859562158e-11,3.246585762016828e-15,2.9328252622186995e-09,1.7121356647750318e-14,1.892747363018616e-17,2.8815267845783024e-10,0.000130042799008377,2.5277207720370497e-09,1.1458131160285184e-09,1.8984839891246988e-10,1.6444566977474344e-08,7.592783778957285e-12,1.7540897552559192e-06,0.00019553615296771316,1.7902855582765858e-13,5.731387484913923e-09,3.0090968016447444e-14,1.5638396697572743e-12,7.540661765620382e-14,2.7388302740658565e-19,1.014188482995538e-17,2.4207090259005995e-15,6.31869638097381e-17
1.952784772937172e-05,0.0006651577600000001,0.2,0.0,0.0016353249819966514,0.20555568943911573,0.19225052318628505,0.2069591715877242,0.19354357113365306,9.859777796473156e-09,1.7673317984994786e-07,5.624896884160662e-07,6.28426684601645e-13,3.3934089738460495e-05,3.0609874753000796e-12,2.8517962455076883e-11,2.494980194651014e-05,0.0002612731764002501,1.0607519219584599e-07,1.8271368439357793e-07,4.5326944302670157e-13,1.700610819152435e-11,3.260689590968564e-15,2.9323766242579622e-09,1.7121294696354937e-14,1.891911722317823e-17,2.8811511473408794e-10,0.0001308747562891954,2.5275685234380304e-09,1.149012870654243e-09,1.9034008641405714e-10,1.6447746671095963e-08,7.611673334433582e-12,1.7648550353619472e-06,0.00019677665405400154,1.7935887776207805e-13,5.745707818726961e-09,3.01059483677342e-14,1.5678725494132504e-12,7.5846359898603e-14,2.7448887278390498e-19,1.0156172771126056e-17,2.4268024005300276e-15,6.332893460356243e-17
1.9652184675097254e-05,0.0006651577600000001,0.2,0.0,0.0016353705855598078,0.20559001417818396,0.19220416647644933,0.20700224919256738,0.19350383122300716,9.857993484532412e-09,1.7752767730934246e-07,5.624010183648401e-07,6.323754791328769e-13,3.393785880730422e-05,3.0617625677029074e-12,2.850966264478014e-11,2.4945375305866682e-05,0.0002612174700362548,1.0609843392608272e-07,1.826803047466833e-07,4.534074314232946e-13,1.700151982772623e-11,3.274735260802375e-15,2.931928106782842e-09,1.7121231910534297e-14,1.8910766436506655e-17,2.880775446527708e-10,0.00013170667274792314,2.52741619941811e-09,1.1522096750368387e-09,1.9083111343389065e-10,1.6450924362826178e-08,7.630546951230565e-12,1.7756193070719028e-06,0.00019801697099558038,1.7968898999593587e-13,5.760007928074813e-09,3.012092644916309e-14,1.5719028922723194e-12,7.628595498807752e-14,2.7509379581659076e-19,1.0170450006544099e-17,2.4328910823342834e-15,6.347070262563175e-17
1.9776521620822787e-05,0.0006651577600000001,0.2,0.0,0.0016354161745500298,0.20562432450277957,0.19215782562924308,0.20704531133365228,0.1934641063668327,9.856209764000137e-09,1.7831883335509847e-07,5.623123455239876e-07,6.363235681643872e-13,3.394162631063722e-05,3.062537682892711e-12,2.850136629815932e-11,2.4940950097997633e-05,0.00026116177939033676,1.0612166847054521e-07,1.8264693415290721e-07,4.5354538681171564e-13,1.699693276911519e-11,3.2887230039509355e-15,2.9314797097746752e-09,1.712116829062261e-14,1.8902421265370574e-17,2.880399682362159e-10,0.00013253854828469496,2.5272638000775533e-09,1.1554035328127495e-09,1.9132148079880299e-10,1.6454100052403e-08,7.649404649261445e-12,1.7863825700920846e-06,0.00019925710380790674,1.8001889268452977e-13,5.774287843385273e-09,3.013590225667667e-14,1.5759307014312938e-12,7.67254029467127e-14,2.7569779777846837e-19,1.0184716549233715e-17,2.4389750766820255e-15,6.361226811967286e-17
1.9888424871975767e-05,0.0006651577600000001,0.2,0.0,0.001635457192183485,0.20565519147348796,0.19211613242659142,0.20708405404187757,0.19342836686501802,9.854604921182444e-09,1.790280280513088e-07,5.622325376164113e-07,6.398762450941849e-13,3.394501572552683e-05,3.0632353060813546e-12,2.8493902546755648e-11,2.4936968635771415e-05,0.0002611116712458338,1.0614257341835852e-07,1.826169083578287e-07,4.536695184302904e-13,1.699280553423603e-11,3.30126263716311e-15,2.93107625550981e-09,1.7121110321340927e-14,1.8894915409169376e-17,2.880061440598196e-10,0.0001332872011970822,2.527126576467769e-09,1.158275487851313e-09,1.9176224817174686e-10,1.645695646216265e-08,7.66636298062175e-12,1.7960686441578702e-06,0.0002003730659212996,1.8031562612602617e-13,5.787122526392616e-09,3.014937854022481e-14,1.5795535644578492e-12,7.712078034412473e-14,2.7624061328908925e-19,1.0197547301533499e-17,2.4444466663236833e-15,6.37395041812605e-17
2.0000328123128747e-05,0.0006651577600000001,0.2,0.0,0.00163549819801441,0.2056860467739642,0.19207445206760826,0.20712278422960728,0.19339263955204963,9.853000557418806e-09,1.7973453694982405e-07,5.621527275130677e-07,6.434283505763195e-13,3.394840387310131e-05,3.063932947787275e-12,2.848644160026009e-11,2.4932988333874645e-05,0.0002610615758313075,1.0616347254744467e-07,1.8258688989683635e-07,4.537936233024178e-13,1.6988679360037665e-11,3.31375570562614e-15,2.9306728989012377e-09,1.712105167816934e-14,1.8887414095654228e-17,2.8797231478591786e-10,0.00013403582080927817,2.526989292105776e-09,1.1611450617395139e-09,1.9220248277366639e-10,1.6459811251337488e-08,7.683308447838021e-12,1.8057539007614356e-06,0.0002014888789139069,1.8061219017318384e-13,5.799940898987738e-09,3.016285298202175e-14,1.5831743787325357e-12,7.751603861888146e-14,2.767826851914154e-19,1.0210369409765735e-17,2.449914466336371e-15,6.386657671272191e-17
2.010104104916643e-05,0.0006651577600000001,0.2,0.0,0.0016355350931714515,0.2057138065684991,0.19203695072387245,0.2071576306955613,0.193360495389771,9.851557039626824e-09,1.803681066774135e-07,5.620808965675696e-07,6.466247569255317e-13,3.395145212263579e-05,3.064560841160498e-12,2.8479729146006707e-11,2.4929407054176503e-05,0.0002610165008419647,1.0618227678908982e-07,1.8255987955299697e-07,4.539052948137855e-13,1.698496671097282e-11,3.3249597928478647e-15,2.930309961448867e-09,1.7120998323505257e-14,1.8880666794765076e-17,2.879418640943683e-10,0.00013470954992864012,2.5268656843101604e-09,1.1637256445341125e-09,1.9259823892047427e-10,1.6462379175996457e-08,7.698548381425771e-12,1.8144699325987106e-06,0.00020249298311840783,1.8087895308568215e-13,5.811463507171312e-09,3.0174978403116706e-14,1.5864313616153583e-12,7.78716692315992e-14,2.772699149460428e-19,1.022190192393793e-17,2.454832249208394e-15,6.398080234201029e-17
2.020175397520411e-05,0.0006651577600000001,0.2,0.0,0.0016355719787703176,0.20574155691416085,0.19199945977980504,0.20719246702368074,0.1933283610965991,9.850113909875842e-09,1.809995159206745e-07,5.620090638898321e-07,6.498207004079497e-13,3.395449934616307e-05,3.065188749554091e-12,2.8473018962352843e-11,2.4925826714161635e-05,0.0002609714361620046,1.0620107631913751e-07,1.8253287514920012e-07,4.54016944648432e-13,1.698125492292818e-11,3.3361264202201023e-15,2.9299471031156714e-09,1.712094442455125e-14,1.8873923168365747e-17,2.879114092959422e-10,0.0001353832519632754,2.5267420275046215e-09,1.1663043021623557e-09,1.9299356447510704e-10,1.646494578848319e-08,7.713777915273955e-12,1.8231853019754742e-06,0.000203496966552645,1.811455789987968e-13,5.822972937885966e-09,3.0187102330673547e-14,1.5896866874048742e-12,7.82272033885502e-14,2.777565439376494e-19,1.0233427447524619e-17,2.459746966893931e-15,6.409489584189383e-17
2.0302466901241793e-05,0.0006651577600000001,0.2,0.0,0.001635608854810005,0.20576929781285527,0.19196197923364558,0.2072272932157543,0.19329623667070178,9.848671168167846e-09,1.816287717531226e-07,5.61937229501738e-07,6.530161810265359e-13,3.395754554395974e-05,3.0658166730006698e-12,2.8466311050071433e-11,2.4922247313810808e-05,0.0002609263817923106,1.0621987113740156e-07,1.8250587668791477e-07,4.541285728093512e-13,1.6977543997371443e-11,3.347255708843036e-15,2.929584323949778e-09,1.712088998097406e-14,1.8867183215115184e-17,2.8788095040640866e-10,0.00013605692686042162,2.5266183217204464e-09,1.1688810373504967e-09,1.9338846014204576e-10,1.646751108913766e-08,7.728997062561637e-12,1.831900008748149e-06,0.0002045008292249793,1.81412068049201e-13,5.83446920717491e-09,3.0199224765182394e-14,1.5929403580744142e-12,7.858264110927962e-14,2.7824257318428815e-19,1.024494598956884e-17,2.4646586235969943e-15,6.420885741004426e-17
2.0403179827279475e-05,0.0006651577600000001,0.2,0.0,0.0016356457212914773,0.2057970292664906,0.19192450908363257,0.20726210927357352,0.19326412211024424,9.847228814504935e-09,1.8225588122452843e-07,5.618653934251331e-07,6.562111987843855e-13,3.396059071625041e-05,3.0664446114943267e-12,2.845960540804942e-11,2.4918668853037118e-05,0.00026088133773193603,1.0623866124460392e-07,1.8247888416854005e-07,4.542401792883911e-13,1.6973833934732755e-11,3.3583477796875916e-15,2.9292216239295477e-09,1.712083499340797e-14,1.8860446932165545e-17,2.8785048743581424e-10,0.00013673057456737165,2.52649456703851e-09,1.1714558516405013e-09,1.937829262749656e-10,1.647007507785523e-08,7.744205832485359e-12,1.8406140527599355e-06,0.00020550457114381498,1.816784203049968e-13,5.845952331061055e-09,3.021134570421617e-14,1.5961923748862878e-12,7.893798240520108e-14,2.78728003290327e-19,1.0256457555359358e-17,2.4695672211833514e-15,6.432268717720554e-17
2.049382146071339e-05,0.0006651577600000001,0.2,0.0,0.0016356788929536607,0.20582197950081627,0.19189079483586793,0.20729343506230663,0.19323522743926483,9.845931027988935e-09,1.8281845041767132e-07,5.618007395305435e-07,6.59086319023185e-13,3.396333049471582e-05,3.0670097690172754e-12,2.8453572270738492e-11,2.4915449041589724e-05,0.0002608408068909289,1.0625556831398704e-07,1.824545959808869e-07,4.543406065765269e-13,1.6970495617080933e-11,3.368298921988506e-15,2.928895261600086e-09,1.7120785040417933e-14,1.885438741371221e-17,2.8782306728076804e-10,0.00013733683421249086,2.52638314611927e-09,1.1737715434184629e-09,1.9413757892653203e-10,1.647238154636872e-08,7.75788486033426e-12,1.8484561255913179e-06,0.00020640783563348402,1.8191802047229738e-13,5.856275916475924e-09,3.022225327073541e-14,1.5991177766812645e-12,7.925770714335097e-14,2.7916437876432376e-19,1.0266812003524044e-17,2.473982344877742e-15,6.44250214170886e-17
2.0584463094147307e-05,0.0006651577600000001,0.2,0.0,0.0016357120568745425,0.2058469220875867,0.19185708900626372,0.2073247526450575,0.19320634075646176,9.844633555793204e-09,1.8337929185553638e-07,5.617360843018116e-07,6.619610643498448e-13,3.396606944292587e-05,3.067574938762483e-12,2.8447540972068297e-11,2.4912229991080178e-05,0.00026080028439954655,1.062724715683501e-07,1.8243031260673335e-07,4.5444101629785974e-13,1.6967158000263908e-11,3.3782201031262604e-15,2.928568963426261e-09,1.712073464774925e-14,1.8848330865143335e-17,2.877956438377653e-10,0.0001379430717525575,2.526271685733083e-09,1.1760856822477785e-09,1.9449188449159922e-10,1.6474686952875616e-08,7.771555498488806e-12,1.8562976613659142e-06,0.00020731100232579492,1.8215751002485812e-13,5.86658887874902e-09,3.023315962629632e-14,1.6020418407179226e-12,7.957735380648906e-14,2.7960027024772864e-19,1.0277160809992306e-17,2.478394994629748e-15,6.452724916940734e-17
2.0675104727581223e-05,0.0006651577600000001,0.2,0.0,0.0016357452130536063,0.20587185702819844,0.19182339159352835,0.20735606202313825,0.19317746206049166,9.843336397918306e-09,1.8393841062838782e-07,5.616714277548001e-07,6.648354347668968e-13,3.3968807561054294e-05,3.0681401207344186e-12,2.8441511511964335e-11,2.490901170149097e-05,0.0002607597702582615,1.0628937100757952e-07,1.824060340471783e-07,4.545414084510373e-13,1.696382108473589e-11,3.3881114102585506e-15,2.92824272940183e-09,1.712068381508486e-14,1.8842277284856416e-17,2.8776821711740255e-10,0.00013854928714926353,2.526160185888359e-09,1.178398269825285e-09,1.948458433438487e-10,1.6476991297270626e-08,7.785217755480852e-12,1.8641386599697977e-06,0.0002082140712269325,1.823968890180926e-13,5.876891229516757e-09,3.024406476940455e-14,1.6049645684444855e-12,7.989692240392844e-14,2.8003567829217175e-19,1.0287503980826866e-17,2.4828051730386795e-15,6.462937054271105e-17
2.0765746361015138e-05,0.0006651577600000001,0.2,0.0,0.0016357783614922487,0.20589678432404965,0.19178970259637024,0.20738736319786272,0.19314859135000967,9.842039554365279e-09,1.8449581181112755e-07,5.616067699053641e-07,6.6770943027696e-13,3.3971544849271884e-05,3.068705314931844e-12,2.8435483889410955e-11,2.4905794172729508e-05,0.00026071926446570603,1.0630626663261451e-07,1.8238176030117718e-07,4.5464178302875577e-13,1.6960484871027557e-11,3.3979729306020233e-15,2.927916559522174e-09,1.712063254339291e-14,1.883622667078486e-17,2.8774078712562273e-10,0.000139155480364337,2.526048646680548e-09,1.1807093070575868e-09,1.9519945572992603e-10,1.647929457965797e-08,7.798871637411236e-12,1.8719791212940136e-06,0.00020911704234309616,1.8263615751415671e-13,5.887182980413345e-09,3.025496869887644e-14,1.6078859604584314e-12,8.021641294551847e-14,2.8047060335957063e-19,1.0297841518767343e-17,2.4872128808240302e-15,6.473138564441834e-17
2.0856387994449054e-05,0.0006651577600000001,0.2,0.0,0.0016358115021917901,0.20592170397654003,0.19175602201349579,0.2074186561705468,0.19311972862366883,9.840743025135426e-09,1.850515004633196e-07,5.615421107692985e-07,6.705830508827386e-13,3.397428130778693e-05,3.0692705213797716e-12,2.842945810418931e-11,2.4902577404699103e-05,0.0002606787670205393,1.0632315844445024e-07,1.823574913681885e-07,4.547421400280419e-13,1.69571493603941e-11,3.4078047511406347e-15,2.9275904538376403e-09,1.7120580833887625e-14,1.8830179021600127e-17,2.877133538684037e-10,0.0001397616513595418,2.5259370682337734e-09,1.1830187950722342e-09,1.955527220595148e-10,1.6481596800681768e-08,7.812517151007153e-12,1.8798190452440678e-06,0.0002100199156804886,1.8287531563672532e-13,5.897464143059414e-09,3.026587141629823e-14,1.6108060171454952e-12,8.053582544863444e-14,2.809050461260398e-19,1.030817342652701e-17,2.491618119175243e-15,6.4833294618073e-17
2.094702962788297e-05,0.0006651577600000001,0.2,0.0,0.0016358446351501213,0.2059466159870711,0.19172234984360634,0.20744994094250813,0.1930908738801206,9.8394468102287e-09,1.8560548162924553e-07,5.614774503623777e-07,6.734562965870233e-13,3.397701693678766e-05,3.0698357400980674e-12,2.8423434157276447e-11,2.489936139744328e-05,0.00026063827792474734,1.0634004644210865e-07,1.8233322725105755e-07,4.548424794538997e-13,1.6953814553420008e-11,3.417606957991818e-15,2.9272644123550524e-09,1.712052868524776e-14,1.8824134336292692e-17,2.8768591736007845e-10,0.0001403678000966785,2.525825450490872e-09,1.1853267362321136e-09,1.9590564285703325e-10,1.648389796033055e-08,7.826154306525809e-12,1.8876584317071108e-06,0.00021092269124534818,1.8311436345204864e-13,5.9077347290473e-09,3.027677292107169e-14,1.6137247404766357e-12,8.085515992562018e-14,2.8133900727278123e-19,1.0318499712518748e-17,2.4960208923437465e-15,6.493509758178132e-17
2.1018813617402266e-05,0.0006651577600000001,0.2,0.0,0.001635870869431935,0.20596633972783748,0.19169568900817946,0.20747471121961222,0.19306802791868816,9.838420490892788e-09,1.8604300087648928e-07,5.614262414135672e-07,6.757315085334358e-13,3.397918284017793e-05,3.0702833759286165e-12,2.8418664772774183e-11,2.4896815007904433e-05,0.0002606062183532166,1.0635341825102635e-07,1.8231401460654062e-07,4.54921931170838e-13,1.6951174039748012e-11,3.4253488974115495e-15,2.927006248091815e-09,1.7120487075110916e-14,1.8819349326053797e-17,2.8766418660848403e-10,0.000140847826096799,2.5257370265772886e-09,1.1871534219416933e-09,1.9618489476211038e-10,1.648571961934065e-08,7.836948377269537e-12,1.8938664824468734e-06,0.0002116375784466227,1.8330360004172402e-13,5.915861061786245e-09,3.028540554755923e-14,1.6160352888826784e-12,8.110800272939698e-14,2.8168234297115664e-19,1.032667366678534e-17,2.4995059362799724e-15,6.501564567308991e-17
2.1090597606921563e-05,0.0006651577600000001,0.2,0.0,0.0016358970988598165,0.20598605867721428,0.191669033447841,0.20749947635478144,0.1930451869624721,9.837394368697384e-09,1.864794548496007e-07,5.613750316853929e-07,6.780064853483209e-13,3.398134822350639e-05,3.070731019460223e-12,2.8413896540415433e-11,2.4894269095421624e-05,0.000260574164017064,1.063667876686472e-07,1.8229480498175863e-07,4.55001371859607e-13,1.6948533968165325e-11,3.4330723603934025e-15,2.92674812410254e-09,1.7120445190505282e-14,1.8814566172658784e-17,2.8764245382521455e-10,0.000141327838093986,2.525648578118183e-09,1.1889791386751791e-09,1.964639302870224e-10,1.6487540612869e-08,7.847737213356403e-12,1.9000741959599839e-06,0.00021235240433289043,1.8349276753120166e-13,5.923980773954539e-09,3.0294037412708664e-14,1.6183450017922043e-12,8.136079660839311e-14,2.820253771858977e-19,1.0334844098777158e-17,2.5029894352739053e-15,6.509612740584598e-17
2.116238159644086e-05,0.0006651577600000001,0.2,0.0,0.0016359233234338095,0.2060057728358998,0.1916423831619443,0.20752423634867287,0.19302235101080026,9.83636844364252e-09,1.869148460338297e-07,5.613238211856672e-07,6.802812270331797e-13,3.3983513086862476e-05,3.071178670696934e-12,2.8409129460090167e-11,2.4891723659972704e-05,0.00026054211491622936,1.0638015469509569e-07,1.822755983769893e-07,4.550808015189703e-13,1.6945894338981854e-11,3.4407773895515396e-15,2.9264900403905426e-09,1.7120403031510166e-14,1.8809784875318635e-17,2.8762071901484204e-10,0.000141807836069314,2.525560105135295e-09,1.1908038871641414e-09,1.9674274961162855e-10,1.6489360940948855e-08,7.858520818649527e-12,1.906281572193925e-06,0.0002130671689072717,1.836818659541438e-13,5.932093871297181e-09,3.030266851609815e-14,1.6206538797552285e-12,8.161354156824409e-14,2.8236811019668624e-19,1.0343011010922307e-17,2.506471390338779e-15,6.51765428377051e-17
2.1234165585960156e-05,0.0006651577600000001,0.2,0.0,0.0016359495431540931,0.20602548220459296,0.19161573814984206,0.20754899120194403,0.19299952006299972,9.835342715728085e-09,1.873491769084791e-07,5.612726099221911e-07,6.825557335895476e-13,3.398567743033816e-05,3.0716263296436686e-12,2.8404363531669303e-11,2.488917870153073e-05,0.00026051007105052103,1.0639351933056589e-07,1.8225639479233287e-07,4.551602201476126e-13,1.69432551525501e-11,3.44846402742086e-15,2.9262319969606956e-09,1.7120360598292658e-14,1.8805005433245725e-17,2.8759898218150117e-10,0.00014228782000387158,2.525471607656129e-09,1.1926276680995966e-09,1.9702135291700823e-10,1.649118060366796e-08,7.869299196882525e-12,1.9124886110950034e-06,0.00021378187217289504,1.8387089534865178e-13,5.9402003595526464e-09,3.0311298857510224e-14,1.6229619232545405e-12,8.186623761492282e-14,2.827105422887849e-19,1.035117440543564e-17,2.509951802400399e-15,6.525689202771345e-17
2.1305949575479452e-05,0.0006651577600000001,0.2,0.0,0.0016359757580208414,0.20604518678399344,0.19158909841088645,0.20757374091525338,0.19297669411839696,9.834317184953805e-09,1.8778244994692097e-07,5.612213979027547e-07,6.848300050189937e-13,3.3987841254025315e-05,3.0720739963057812e-12,2.8399598755026366e-11,2.4886634220068643e-05,0.0002604780324197511,1.0640688157525131e-07,1.8223719422791058e-07,4.55239627744215e-13,1.6940616409219748e-11,3.456132316435377e-15,2.9259739938185728e-09,1.712031789102353e-14,1.8800227845655825e-17,2.875772433294033e-10,0.00014276778987876173,2.5253830857088e-09,1.1944504821715698e-09,1.9729974038392093e-10,1.6492999601117158e-08,7.88007235178239e-12,1.918695312610738e-06,0.00021449651413289514,1.8405985575291554e-13,5.94830024445304e-09,3.031992843673144e-14,1.6252691327722025e-12,8.211888475447243e-14,2.830526737466908e-19,1.035933428452989e-17,2.51343067238713e-15,6.533717503472203e-17
2.137773356499875e-05,0.0006651577600000001,0.2,0.0,0.0016360019680342296,0.20606488657480138,0.19156246394442872,0.20759848548925994,0.19295387317631768,9.833291851319316e-09,1.882146676166134e-07,5.611701851351394e-07,6.871040413231211e-13,3.399000455801591e-05,3.072521670688422e-12,2.8394835130034335e-11,2.4884090215559274e-05,0.0002604459990237309,1.0642024142934606e-07,1.8221799668384372e-07,4.553190243074634e-13,1.693797810934159e-11,3.4637822989285932e-15,2.9257160309696707e-09,1.7120274909872795e-14,1.8795452111765548e-17,2.875555024627342e-10,0.0001432477456751014,2.5252945393213145e-09,1.1962723300710733e-09,1.975779121932325e-10,1.6494817933383322e-08,7.890840287083121e-12,1.9249016766888294e-06,0.00021521109479041362,1.8424874720509137e-13,5.956393531724931e-09,3.032855725354112e-14,1.6275755087919043e-12,8.23714829929264e-14,2.833945048551849e-19,1.0367490650422662e-17,2.5169080012269336e-15,6.541739191768717e-17
2.1521301544037342e-05,0.0006651577600000001,0.2,0.0,0.001636054373501633,0.20610427179344384,0.1915092108264084,0.20764795922200496,0.19290824629702932,9.831241775467899e-09,1.8907594669013e-07,5.610677573864541e-07,6.916514085619987e-13,3.399432960727549e-05,3.0734170426359523e-12,2.8385311334493635e-11,2.487900363728957e-05,0.0002603819479351775,1.0644695396654158e-07,1.8217961065724518e-07,4.554777843286608e-13,1.693270284133837e-11,3.4790275131846864e-15,2.9252002261732745e-09,1.7120188126606456e-14,1.8785906201949074e-17,2.8751201470239024e-10,0.00014420761495666904,2.5251173733377368e-09,1.1999131301110057e-09,1.981336095613312e-10,1.649845260271782e-08,7.912360513790281e-12,1.937313392322214e-06,0.00021664007221060895,1.8462632340573376e-13,5.9725603362639624e-09,3.0345812599053885e-14,1.632185762266922e-12,8.287653279068903e-14,2.840772671606997e-19,1.0383792851453575e-17,2.5238580391752214e-15,6.55776275467312e-17
